248	6
2012.916667	16.3	4066.587	0.0	24.94297	121.50342	20.5
2013.416667	31.4	592.5006	2.0	24.9726	121.53561	34.1
2013.416667	35.3	614.1394	7.0	24.97913	121.53666	33.1
2012.916667	17.2	2175.877	3.0	24.96303	121.51254	27.7
2013.416667	13.2	170.1289	1.0	24.97371	121.52984	29.3
2013.083333	32.0	1156.777	0.0	24.94935	121.53046	12.8
2013.333333	3.9	49.66105	8.0	24.95836	121.53756	56.8
2013.083333	17.5	395.6747	5.0	24.95674	121.534	24.5
2013.083333	10.1	279.1726	7.0	24.97528	121.54541	47.9
2012.916667	34.8	190.0392	8.0	24.97707	121.54312	44.3
2013.416667	4.3	432.0385	7.0	24.9805	121.53778	45.2
2013.583333	6.6	90.45606	9.0	24.97433	121.5431	59.0
2013.0	12.9	187.4823	1.0	24.97388	121.52981	33.1
2013.25	8.0	2216.612	4.0	24.96007	121.51361	23.9
2012.916667	5.9	90.45606	9.0	24.97433	121.5431	56.3
2013.5	25.3	1583.722	3.0	24.96622	121.51709	30.6
2013.083333	7.6	2175.03	3.0	24.96305	121.51254	27.7
2012.833333	15.0	1828.319	2.0	24.96464	121.51531	20.9
2013.416667	21.2	2185.128	3.0	24.96322	121.51237	27.7
2013.5	4.1	2147.376	3.0	24.96299	121.51284	31.3
2013.333333	0.0	292.9978	6.0	24.97744	121.54458	69.7
2012.75	0.0	208.3905	6.0	24.95618	121.53844	45.7
2013.5	38.3	439.7105	0.0	24.97161	121.53423	38.4
2012.666667	5.7	90.45606	9.0	24.97433	121.5431	53.5
2013.333333	16.7	4082.015	0.0	24.94155	121.50381	16.7
2013.416667	0.0	292.9978	6.0	24.97744	121.54458	73.6
2013.083333	13.3	336.0532	5.0	24.95776	121.53438	42.4
2013.416667	6.4	90.45606	9.0	24.97433	121.5431	62.2
2013.5	32.3	109.9455	10.0	24.98182	121.54086	48.0
2013.5	13.6	319.0708	6.0	24.96495	121.54277	47.4
2013.083333	29.3	1487.868	2.0	24.97542	121.51726	27.0
2012.75	15.4	205.367	7.0	24.98419	121.54243	55.1
2013.416667	17.9	1783.18	3.0	24.96731	121.51486	22.1
2013.583333	2.6	533.4762	4.0	24.97445	121.54765	55.0
2013.166667	43.8	57.58945	7.0	24.9675	121.54069	42.7
2012.916667	40.9	167.5989	5.0	24.9663	121.54026	41.0
2012.75	17.7	350.8515	1.0	24.97544	121.53119	37.4
2012.666667	1.5	23.38284	7.0	24.96772	121.54102	49.7
2012.666667	20.4	2469.645	4.0	24.96108	121.51046	23.8
2013.5	15.2	3771.895	0.0	24.93363	121.51158	29.3
2013.416667	18.2	350.8515	1.0	24.97544	121.53119	43.1
2013.083333	15.1	383.2805	7.0	24.96735	121.54464	43.7
2013.333333	12.0	1360.139	1.0	24.95204	121.54842	28.9
2013.583333	32.1	1438.579	3.0	24.97419	121.5175	27.0
2013.083333	16.2	289.3248	5.0	24.98203	121.54348	55.0
2013.166667	16.2	2288.011	3.0	24.95885	121.51359	24.4
2012.666667	30.6	143.8383	8.0	24.98155	121.54142	53.3
2013.5	12.3	1360.139	1.0	24.95204	121.54842	29.5
2013.0	17.6	837.7233	0.0	24.96334	121.54767	23.0
2012.833333	18.4	2674.961	3.0	24.96143	121.50827	25.7
2013.5	16.9	4066.587	0.0	24.94297	121.50342	20.7
2012.916667	18.9	1009.235	0.0	24.96357	121.54951	20.8
2012.916667	38.2	552.4371	2.0	24.97598	121.53381	29.8
2013.083333	38.6	804.6897	4.0	24.97838	121.53477	62.9
2013.166667	10.0	942.4664	0.0	24.97843	121.52406	43.5
2013.5	16.6	289.3248	5.0	24.98203	121.54348	59.6
2013.0	13.7	4082.015	0.0	24.94155	121.50381	15.4
2012.916667	15.9	289.3248	5.0	24.98203	121.54348	53.0
2013.333333	4.7	387.7721	9.0	24.98118	121.53788	44.8
2013.25	37.8	590.9292	1.0	24.97153	121.53559	39.7
2013.0	16.9	967.4	4.0	24.98872	121.53408	40.3
2013.25	34.4	126.7286	8.0	24.96881	121.54089	48.2
2013.416667	31.5	5512.038	1.0	24.95095	121.48458	17.4
2013.416667	8.0	132.5469	9.0	24.98298	121.53981	47.3
2013.583333	27.3	337.6016	6.0	24.96431	121.54063	36.5
2012.916667	20.6	2469.645	4.0	24.96108	121.51046	21.8
2013.166667	11.6	201.8939	8.0	24.98489	121.54121	55.9
2013.583333	30.6	431.1114	10.0	24.98123	121.53743	48.5
2013.0	22.8	707.9067	2.0	24.981	121.54713	36.6
2013.333333	14.8	393.2606	6.0	24.96172	121.53812	7.6
2013.333333	12.2	1360.139	1.0	24.95204	121.54842	26.6
2013.416667	28.2	330.0854	8.0	24.97408	121.54011	43.4
2013.166667	13.3	492.2313	5.0	24.96515	121.53737	31.3
2013.25	1.1	193.5845	6.0	24.96571	121.54089	49.0
2012.75	15.9	289.3248	5.0	24.98203	121.54348	42.1
2013.25	9.1	1402.016	0.0	24.98569	121.5276	43.2
2012.666667	29.1	506.1144	4.0	24.97845	121.53889	40.3
2012.75	34.4	512.7871	6.0	24.98748	121.54301	34.1
2013.416667	11.9	3171.329	0.0	25.00115	121.51776	46.6
2013.083333	42.7	443.802	6.0	24.97927	121.53874	35.3
2013.0	13.6	4197.349	0.0	24.93885	121.50383	19.2
2013.25	30.3	1264.73	0.0	24.94883	121.52954	19.1
2012.833333	31.7	1160.632	0.0	24.94968	121.53009	13.7
2013.5	13.1	1144.436	4.0	24.99176	121.53456	36.7
2013.416667	9.9	2102.427	3.0	24.96044	121.51462	23.1
2013.083333	33.0	181.0766	9.0	24.97697	121.54262	42.0
2013.416667	16.4	289.3248	5.0	24.98203	121.54348	53.0
2013.25	2.3	184.3302	6.0	24.96581	121.54086	45.4
2012.833333	0.0	185.4296	0.0	24.9711	121.5317	55.2
2013.5	5.2	390.5684	5.0	24.97937	121.54245	52.2
2012.75	12.9	250.631	7.0	24.96606	121.54297	39.3
2013.5	10.4	2251.938	4.0	24.95957	121.51353	27.3
2013.0	8.9	3078.176	0.0	24.95464	121.56627	22.0
2013.166667	1.9	372.1386	7.0	24.97293	121.54026	40.5
2013.0	19.1	461.1016	5.0	24.95425	121.5399	34.0
2012.666667	14.6	339.2289	1.0	24.97519	121.53151	26.5
2012.666667	34.5	623.4731	7.0	24.97933	121.53642	40.3
2013.416667	0.0	338.9679	9.0	24.96853	121.54413	44.9
2013.083333	15.6	1756.411	2.0	24.9832	121.51812	27.3
2013.5	13.2	1164.838	4.0	24.99156	121.53406	34.3
2012.666667	30.9	161.942	9.0	24.98353	121.53966	39.7
2013.333333	17.6	1805.665	2.0	24.98672	121.52091	31.1
2012.75	7.8	104.8101	5.0	24.96674	121.54067	38.4
2013.416667	11.0	1931.207	2.0	24.96365	121.51471	21.3
2012.666667	12.6	383.2805	7.0	24.96735	121.54464	42.5
2013.25	13.3	250.631	7.0	24.96606	121.54297	42.0
2012.916667	14.7	1935.009	2.0	24.96386	121.51458	22.9
2013.333333	17.5	995.7554	0.0	24.96305	121.54915	25.3
2013.0	1.0	193.5845	6.0	24.96571	121.54089	50.7
2013.5	16.4	3780.59	0.0	24.93293	121.51203	45.1
2012.75	31.4	1447.286	3.0	24.97285	121.5173	21.5
2013.25	17.8	1783.18	3.0	24.96731	121.51486	23.7
2013.583333	16.6	323.6912	6.0	24.97841	121.5428	51.0
2012.916667	3.5	56.47425	7.0	24.95744	121.53711	53.5
2013.25	16.2	2103.555	3.0	24.96042	121.51462	25.6
2013.166667	30.1	718.2937	3.0	24.97509	121.53644	55.3
2013.583333	13.3	561.9845	5.0	24.98746	121.54391	47.3
2012.666667	15.5	815.9314	4.0	24.97886	121.53464	37.4
2013.083333	36.6	488.8193	8.0	24.97015	121.54494	38.1
2013.416667	6.4	90.45606	9.0	24.97433	121.5431	59.5
2013.416667	18.2	451.6419	8.0	24.96945	121.5449	31.6
2012.75	0.0	208.3905	6.0	24.95618	121.53844	44.0
2013.416667	13.6	492.2313	5.0	24.96515	121.53737	43.8
2013.083333	1.1	193.5845	6.0	24.96571	121.54089	54.4
2013.166667	26.6	482.7581	5.0	24.97433	121.53863	37.5
2012.916667	2.1	451.2438	5.0	24.97563	121.54694	45.5
2013.25	10.4	276.449	5.0	24.95593	121.53913	33.6
2012.666667	12.4	1712.632	2.0	24.96412	121.5167	31.3
2013.416667	16.4	289.3248	5.0	24.98203	121.54348	51.0
2013.5	17.5	964.7496	4.0	24.98872	121.53411	38.2
2012.916667	13.0	492.2313	5.0	24.96515	121.53737	39.3
2013.0	5.2	2408.993	0.0	24.95505	121.55964	22.3
2013.083333	12.8	732.8528	0.0	24.97668	121.52518	40.6
2013.083333	13.3	492.2313	5.0	24.96515	121.53737	38.9
2013.083333	41.3	401.8807	4.0	24.98326	121.5446	35.1
2013.416667	18.5	2175.744	3.0	24.9633	121.51243	28.1
2013.416667	17.1	967.4	4.0	24.98872	121.53408	40.0
2013.0	18.3	82.88643	10.0	24.983	121.54026	46.6
2013.0	30.8	377.7956	6.0	24.96427	121.53964	36.8
2013.083333	41.4	281.205	8.0	24.97345	121.54093	63.3
2013.166667	12.0	1360.139	1.0	24.95204	121.54842	25.3
2012.916667	12.7	170.1289	1.0	24.97371	121.52984	37.3
2013.416667	3.5	757.3377	3.0	24.97538	121.54971	36.7
